repo,url,stars,inferred_language,inferred_category,file_count_visible,key_files,content_timestamp,time_slice,file
lsdefine/genericagent,https://github.com/lsdefine/genericagent,11,Python,evolution,27,Latest commit History687 Commits687 Commits; assets; docs; frontends; ga_cli; memory; plugins; reflect; tests; .gitignore; CONTRIBUTING.md; LICENSE; README.md; TMWebDriver.py; agent_loop.py; agentmain.py; ga; ga.cmd; ga.py; hub.pyw,2026-05-21,2026-05,raw-github/lsdefine_genericagent.md
ltzheng/curriculummarl,https://github.com/ltzheng/curriculummarl,13,Python,research-agent,14,Latest commit History4 Commits4 Commits; algorithms; configs; env; models; scripts; Dockerfile; LICENSE; README.md; dockerfile_requirements.txt; requirements.txt; run_experiments.sh; train.py; View all files,2026-05-21,2026-05,raw-github/ltzheng_curriculummarl.md
luh-ai-devnerds/llm-guided-curriculum-rl,https://github.com/luh-ai-devnerds/llm-guided-curriculum-rl,1,Python,research-agent,21,Latest commit History52 Commits52 Commits; .github/workflows; curriculum_seed_analysis; experiments; logs; multi_seed_results_20250816_121202; no_curriculum_analysis; paper; scripts; .gitignore; README.md; blackjack_gui.py; curriculum_agent_dqn_0.pth; environment.yml; logo.png; no-curriculum.sh; pyproject.toml; requirements.txt; setup.py; test.py,2026-05-21,2026-05,raw-github/luh-ai-devnerds_llm-guided-curriculum-rl.md
luo-junyu/awesome-agent-papers,https://github.com/luo-junyu/awesome-agent-papers,2,Markdown,education-list,5,Latest commit History36 Commits36 Commits; figs; .gitignore; README.md; View all files,2026-05-21,2026-05,raw-github/luo-junyu_awesome-agent-papers.md
lyl1015/jarvisevo,https://github.com/lyl1015/jarvisevo,401,Python,evaluation,13,Latest commit History36 Commits36 Commits; assets; docs; envs; lrc_scripts; src; utils; .gitignore; LICENSE; README.md; inference.py; prompts.py; View all files,2026-05-21,2026-05,raw-github/lyl1015_jarvisevo.md
machuangtao/llm-kg4qa,https://github.com/machuangtao/llm-kg4qa,157,Markdown,coding-agent,7,Latest commit History70 Commits70 Commits; survey-emnlp25; tutorial-edbt25; LICENSE; README.md; _config.yaml; View all files,2026-05-21,2026-05,raw-github/machuangtao_llm-kg4qa.md
madaan/self-refine,https://github.com/madaan/self-refine,805,Markdown,prompt-optimization,11,Latest commit History122 Commits122 Commits; .github/workflows; colabs; data; docs; src; .gitignore; CITATION.bib; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/madaan_self-refine.md
maitrix-org/promptagent,https://github.com/maitrix-org/promptagent,353,Python,prompt-optimization,10,Latest commit History46 Commits46 Commits; datasets; images; src; .gitignore; LICENSE; README.md; example_config.yaml; requirements.txt; View all files,2024-05-17,2024-Q2,raw-github/maitrix-org_promptagent.md
matebenyovszky/healing-agent,https://github.com/matebenyovszky/healing-agent,23,Markdown,evaluation,13,Latest commit History18 Commits18 Commits; .github/workflows; examples/tests; healing_agent; scripts; tests; .cursorignore; .gitignore; CHANGELOG.md; LICENSE; README.md; pyproject.toml; View all files,2024-02-01,2024-Q1,raw-github/matebenyovszky_healing-agent.md
maxnorm8650/medagentsim,https://github.com/maxnorm8650/medagentsim,163,Python,evolution,18,Latest commit History97 Commits97 Commits; MedPromptSimulate; Simulacra; assets; datasets; examples; magent.egg-info; medsim; outputs; .gitignore; LICENSE.txt; README.md; SECURITY.md; __init__.py; environment.yml; requirements.txt; setup.py; View all files,2026-05-21,2026-05,raw-github/maxnorm8650_medagentsim.md
mb-mal/awesome-ai-agents-frameworks,https://github.com/mb-mal/awesome-ai-agents-frameworks,52,Unknown,framework,0,,unknown,unknown,raw-github/mb-mal_awesome-ai-agents-frameworks.md
mbchang/meta-prompt,https://github.com/mbchang/meta-prompt,65,Markdown,prompt-optimization,6,Latest commit History17 Commits17 Commits; assets; .gitignore; README.md; main.ipynb; View all files,2026-05-21,2026-05,raw-github/mbchang_meta-prompt.md
mbzuai-oryx/awesome-llm-post-training,https://github.com/mbzuai-oryx/awesome-llm-post-training,2,Markdown,education-list,7,Latest commit History105 Commits105 Commits; Images; assets; scripts; .gitignore; README.md; View all files,2026-05-21,2026-05,raw-github/mbzuai-oryx_awesome-llm-post-training.md
mdalamin5/end-to-end-agentic-ai-automation-lab,https://github.com/mdalamin5/end-to-end-agentic-ai-automation-lab,72,Python,workflow-automation,44,Latest commit History649 Commits649 Commits; .vscode; 01-Pydantic-Data-Validation; 02-LangChain-Basics; 03-LangGraph-Introduction; 04-LangGraph-Agentic-Workflows; 05-Autogen-Introduction; 06-Autogen-HITL-and-Agentic-Orchestrator; 07-End-To-End-Projects-Autogen; 08-Advanced-Autogen-Team; 09-Autogen-RAG-and-Memory-mem0; 10-MCP-All-You-Need; 11-MCP-based-End-to-End-Industry-Grade-Products; 11.5-Advanced-MCP-ownMCPs; 12-n8n; 13-e2e-Project-Deep-Agents-With-LangGraph; 13-e2e-Relaible-agent-LangGraph; 14-e2e-Project-Build-Your-Own-Ambient-Agent; 15-Browser-Automations-Through-AI-Agent; 16-Google-Agent-Development-Kit,2026-05-21,2026-05,raw-github/mdalamin5_end-to-end-agentic-ai-automation-lab.md
memodb-io/acontext,https://github.com/memodb-io/acontext,3,Markdown,memory,21,"Latest commit History1,080 Commits1,080 Commits; .claude-plugin; .github; assets; charts/acontext; dashboard; docs; landingpage; onboard; scripts; src; .gitignore; AGENTS-DOC.md; AGENTS.md; CLAUDE.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; LICENSE; README.md; ROADMAP.md",2026-05-21,2026-05,raw-github/memodb-io_acontext.md
memovai/memov,https://github.com/memovai/memov,190,Shell,memory,18,Latest commit History172 Commits172 Commits; .github/workflows; docs; mem_mcp_server; memov; scripts; skills/vibegit; tests; .gitignore; .pre-commit-config.yaml; LICENSE; Makefile; README.md; build_binary.sh; install.sh; pyproject.toml; uv.lock; View all files,2026-05-21,2026-05,raw-github/memovai_memov.md
memtensor/memos,https://github.com/memtensor/memos,9,Markdown,memory,23,"Latest commit History1,778 Commits1,778 Commits; .github; apps; deploy/helm; docker; docs; evaluation; examples; packages; scripts; src; tests; .gitignore; .pre-commit-config.yaml; CONTRIBUTING.md; Dockerfile; LICENSE; Makefile; README.md; poetry.lock",2026-05-09,2026-05,raw-github/memtensor_memos.md
memtensor/memrl,https://github.com/memtensor/memrl,118,Python,memory,16,Latest commit History76 Commits76 Commits; 3rdparty; configs; data; memrl; openspec; run; scripts; .gitignore; LICENSE; README.md; framework_overview.pdf; framework_overview.png; pyproject.toml; requirements.txt; View all files,2026-05-21,2026-05,raw-github/memtensor_memrl.md
metauto-ai/gptswarm,https://github.com/metauto-ai/gptswarm,998,Python,evolution,20,Latest commit History70 Commits70 Commits; .github/workflows; assets; config; datasets; diagrams; experiments; notebooks; swarm; test; .coveragerc; .env.template; .gitignore; DEVELOPMENT.md; LICENSE; README.md; pyproject.toml; pytest.ini; setup.py; View all files,2026-05-21,2026-05,raw-github/metauto-ai_gptswarm.md
mettamazza/ernosagent,https://github.com/mettamazza/ernosagent,10,Markdown,memory,19,Latest commit History166 Commits166 Commits; .github; .idea; agents and controbutions; android; docs; ern-mesh; extensions/ernos-chat; prompts; scripts; src; tests; .env.example; .gitignore; CONTRIBUTING.md; Cargo.lock; Cargo.toml; README.md; View all files,unknown,unknown,raw-github/mettamazza_ernosagent.md
mfolsom/rlvr-world,https://github.com/mfolsom/rlvr-world,0,Markdown,evaluation,8,Latest commit History56 Commits56 Commits; assets; lang_wm; vid_wm; .gitignore; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/mfolsom_rlvr-world.md
mitchellgordon95/dspy,https://github.com/mitchellgordon95/dspy,0,Python,prompt-optimization,25,"Latest commit History1,496 Commits1,496 Commits; .github; cache; docs; dsp; dspy; examples; inspect-app; testing; tests; .gitignore; .pre-commit-config.yaml; CONTRIBUTING.md; LICENSE; README.md; intro.ipynb; mkdocs.yml; poetry.lock; pyproject.toml; pyserini.ipynb",2026-05-21,2026-05,raw-github/mitchellgordon95_dspy.md
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,86,Markdown,memory,18,"Latest commit History4,102 Commits4,102 Commits; .github; scripts; src; .gitattributes; .gitignore; .mcp.json; .npmrc; CLAUDE.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; LICENSE; README.md; SECURITY.md; package-lock.json; package.json; tsconfig.json; View all files",2026-05-21,2026-05,raw-github/modelcontextprotocol_servers.md
modelscope/agentevolver,https://github.com/modelscope/agentevolver,1,Python,evolution,23,Latest commit History858 Commits858 Commits; .github; agentevolver; config; cookbook/env_profiles; docs; env_service; examples; external; games; research/CuES; tests; .gitignore; .gitmodules; .pre-commit-config.yaml; LICENSE; README.md; example.env; install.sh; launcher.py,2026-05-21,2026-05,raw-github/modelscope_agentevolver.md
modelscope/agentjet,https://github.com/modelscope/agentjet,208,Python,evaluation,17,Latest commit History837 Commits837 Commits; .github/workflows; ajet; docs; scripts; tests; tutorial; .gitattributes; .gitignore; .pre-commit-config.yaml; LICENSE; README.md; mkdocs.yml; pyproject.toml; pyrightconfig.json; requirements_stable_vllm.txt; View all files,2026-05-21,2026-05,raw-github/modelscope_agentjet.md
mwasifanwar/meta-cognitive-learning-system,https://github.com/mwasifanwar/meta-cognitive-learning-system,2,Python,prompt-optimization,11,Latest commit History3 Commits3 Commits; core; examples; models; tests; utils; README.md; main.py; requirements.txt; setup.py; View all files,2026-05-21,2026-05,raw-github/mwasifanwar_meta-cognitive-learning-system.md
mycelium-io/mycelium,https://github.com/mycelium-io/mycelium,95,Markdown,memory,23,Latest commit History558 Commits558 Commits; .claude/skills; .github; .ttt; docs; fastapi-backend; mycelium-cli; mycelium-client; mycelium-frontend; mycelium-promo; scripts; .gitignore; CHANGELOG.md; CLAUDE.md; CODE_OF_CONDUCT.md; CONTRIBUTORS.md; LICENSE; MAINTAINERS.md; README.md; SECURITY.md,2026-05-21,2026-05,raw-github/mycelium-io_mycelium.md
n4m3z/forge-council,https://github.com/n4m3z/forge-council,9,Markdown,evaluation,25,Latest commit History61 Commits61 Commits; .claude-plugin; .claude; .codex; .gemini; .github; .opencode; agents; lib @ e12eceb; rules; skills; .gitignore; .gitmodules; AGENTS.md; AgentTeams.md; CLAUDE.md; GEMINI.md; INSTALL.md; LICENSE; Makefile,2026-05-21,2026-05,raw-github/n4m3z_forge-council.md
n8n-io/n8n,https://github.com/n8n-io/n8n,189,Markdown,workflow-automation,48,"Latest commit History19,934 Commits19,934 Commits; .agents; .claude; .devcontainer; .github; .vscode; assets; docker/images; packages; patches; scripts; security; .actrc; .code-health-baseline.json; .dockerignore; .editorconfig; .env.local.example; .git-blame-ignore-revs; .gitattributes; .gitignore",2026-05-20,2026-05,raw-github/n8n-io_n8n.md
naivoder/mctsr,https://github.com/naivoder/mctsr,22,Python,prompt-optimization,10,Latest commit History2 Commits2 Commits; .gitignore; README.md; extractor.py; generate.py; main.py; mctsr.py; requirements.txt; utils.py; View all files,unknown,unknown,raw-github/naivoder_mctsr.md
neosigmaai/auto-harness,https://github.com/neosigmaai/auto-harness,507,Python,evaluation,17,Latest commit History11 Commits11 Commits; agent; program_templates; .env.example; .gitignore; Dockerfile; LICENSE; PROGRAM.md; README.md; benchmark.py; docker-compose.yml; experiment_config.yaml.template; gating.py; prepare.py; pyproject.toml; record.py; View all files,2026-05-21,2026-05,raw-github/neosigmaai_auto-harness.md
ngoodman/metaprompt,https://github.com/ngoodman/metaprompt,88,Python,prompt-optimization,13,Latest commit History5 Commits5 Commits; .gitignore; 20Qs.py; LICENSE; README.md; eval.py; eval_analysis.py; filters.py; llm.py; metaprompt.py; things.csv; trytryagain.py; View all files,2026-05-21,2026-05,raw-github/ngoodman_metaprompt.md
nickatomlin/lm-selfplay,https://github.com/nickatomlin/lm-selfplay,9,Python,prompt-optimization,16,Latest commit History5 Commits5 Commits; data; games; notebooks; prompts; web_interface; .gitignore; LICENSE; README.md; analysis.py; finetuning.py; play.py; players.py; requirements.txt; utils.py; View all files,2026-05-21,2026-05,raw-github/nickatomlin_lm-selfplay.md
nikivanstein/llamea,https://github.com/nikivanstein/llamea,105,Markdown,evaluation,24,Latest commit History423 Commits423 Commits; .github/workflows; .vscode; benchmarks; docs; examples; llamea; logreader; misc; tests; .gitignore; AGENTS.md; CITATION.cff; CLAUDE.md; CONTRIBUTING.md; LICENSE; README.md; framework.png; logo-dark.png; logo.png,2026-05-21,2026-05,raw-github/nikivanstein_llamea.md
noahshinn024/reflexion-human-eval,https://github.com/noahshinn024/reflexion-human-eval,3,Markdown,memory,11,Latest commit History176 Commits176 Commits; alfworld_runs; figures; hotpotqa_runs; programming_runs; webshop_runs; .gitignore; .gitmodules; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/noahshinn024_reflexion-human-eval.md
noahshinn/reflexion-draft,https://github.com/noahshinn/reflexion-draft,388,Markdown,memory,8,Latest commit History10 Commits10 Commits; alfworld_runs; hotpotqa_runs; webshop_runs; .gitignore; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/noahshinn_reflexion-draft.md
noahshinn/reflexion,https://github.com/noahshinn/reflexion,3,Markdown,memory,11,Latest commit History176 Commits176 Commits; alfworld_runs; figures; hotpotqa_runs; programming_runs; webshop_runs; .gitignore; .gitmodules; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/noahshinn_reflexion.md
nousresearch/hermes-agent-self-evolution,https://github.com/nousresearch/hermes-agent-self-evolution,3,Python,evolution,11,Latest commit History7 Commits7 Commits; datasets; evolution; reports; tests; .gitignore; PLAN.md; README.md; generate_report.py; pyproject.toml; View all files,2026-05-21,2026-05,raw-github/nousresearch_hermes-agent-self-evolution.md
octobrist/cope,https://github.com/octobrist/cope,11,Python,evolution,8,Latest commit History7 Commits7 Commits; assets; src; .gitignore; LICENSE; README.md; requirements.txt; View all files,unknown,unknown,raw-github/octobrist_cope.md
omdivyatej/self-learning-agents,https://github.com/omdivyatej/self-learning-agents,63,Python,framework,10,Latest commit History20 Commits20 Commits; dead_simple_self_learning; examples; .DS_Store; .gitgnore; LICENSE; README.md; requirements.txt; setup.py; View all files,2025-05-03,2025-05,raw-github/omdivyatej_self-learning-agents.md
onevcat/argue,https://github.com/onevcat/argue,238,Markdown,framework,23,Latest commit History247 Commits247 Commits; .claude/skills/release; .github/workflows; .husky; docs; packages; scripts; skills/argue; .gitignore; .prettierignore; .prettierrc; AGENTS.md; CHANGELOG.md; CLAUDE.md; LICENSE; README.md; README_CN.md; README_JP.md; eslint.config.mjs; package-lock.json,2026-05-21,2026-05,raw-github/onevcat_argue.md
openautocoder/live-swe-agent,https://github.com/openautocoder/live-swe-agent,392,Markdown,coding-agent,6,Latest commit History11 Commits11 Commits; assets; config; LICENSE; README.md; View all files,2025-11-24,2025-11,raw-github/openautocoder_live-swe-agent.md
opendatabox/workspace-bench,https://github.com/opendatabox/workspace-bench,14,Markdown,evaluation,12,Latest commit History29 Commits29 Commits; .github/workflows; assets; deepagents; docs; evaluation; viz; .gitignore; LICENSE; README.md; mkdocs.yml; View all files,2025-05-07,2025-05,raw-github/opendatabox_workspace-bench.md
opendilab/awesome-exploration-rl,https://github.com/opendilab/awesome-exploration-rl,689,Markdown,education-list,6,Latest commit History53 Commits53 Commits; assets; CONTRIBUTING.md; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/opendilab_awesome-exploration-rl.md
opendilab/awesome-model-based-rl,https://github.com/opendilab/awesome-model-based-rl,1,Markdown,education-list,6,Latest commit History53 Commits53 Commits; assets; CONTRIBUTING.md; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/opendilab_awesome-model-based-rl.md
opendilab/awesome-rlhf,https://github.com/opendilab/awesome-rlhf,4,Markdown,education-list,9,Latest commit History87 Commits87 Commits; CONTRIBUTING.md; CONTRIBUTING_TU.md; LICENSE; README.md; README_TU.md; overview_chatgpt.png; overview_video_game.png; View all files,2026-05-21,2026-05,raw-github/opendilab_awesome-rlhf.md
openmemind/memind,https://github.com/openmemind/memind,787,Markdown,memory,22,Latest commit History106 Commits106 Commits; .claude-plugin; .github; docs/images; etc; memind-clients; memind-core; memind-dependencies; memind-evaluation; memind-examples; memind-integrations; memind-plugins; memind-server; memind-ui; .dockerignore; .gitignore; LICENSE; README.md; README_zh.md; docker-compose.yml,2026-05-21,2026-05,raw-github/openmemind_memind.md
openning07/awesome-curriculum-learning,https://github.com/openning07/awesome-curriculum-learning,248,Markdown,education-list,4,Latest commit History125 Commits125 Commits; images; README.md; View all files,2026-05-21,2026-05,raw-github/openning07_awesome-curriculum-learning.md
opentracy/opentracy,https://github.com/opentracy/opentracy,101,Markdown,evaluation,32,Latest commit History324 Commits324 Commits; agent; backend; config; connectors; corpora; datasets; docs; evals; experiments; harness; infra; ledger; ml; policies; router; runtime; techniques; tools; traces,2026-05-18,2026-05,raw-github/opentracy_opentracy.md
os-copilot/os-copilot,https://github.com/os-copilot/os-copilot,1,Python,evaluation,20,Latest commit History380 Commits380 Commits; .github/ISSUE_TEMPLATE; docs; examples; fronted; oscopilot; pic; test; working_dir; .env_template; .gitignore; .readthedocs.yaml; LICENSE; README.md; course_learning.py; environment.yml; quick_start.py; requirements.txt; setup.py; View all files,2024-03-29,2024-Q1,raw-github/os-copilot_os-copilot.md
osu-nlp-group/skillweaver,https://github.com/osu-nlp-group/skillweaver,123,Python,evolution,7,Latest commit History35 Commits35 Commits; skillnet; skillweaver; LICENSE; README.md; requirements.txt; View all files,2024-08-06,2024-Q3,raw-github/osu-nlp-group_skillweaver.md
oxen-ai/self-rewarding-language-models,https://github.com/oxen-ai/self-rewarding-language-models,134,Markdown,prompt-optimization,9,Latest commit History25 Commits25 Commits; images; scripts; src; .gitignore; README.md; llm_as_a_judge_prompt.txt; self-reward.sh; View all files,2026-05-21,2026-05,raw-github/oxen-ai_self-rewarding-language-models.md
paperwave/genenv,https://github.com/paperwave/genenv,0,Python,research-agent,10,Latest commit History5 Commits5 Commits; assets; configs; genenv; scripts; .gitignore; LICENSE; README.md; requirements.txt; View all files,2026-05-21,2026-05,raw-github/paperwave_genenv.md
pathway/alphaxos,https://github.com/pathway/alphaxos,12,Python,evaluation,17,Latest commit History20 Commits20 Commits; .idea; templates; .gitignore; LICENSE; README.md; agents.py; alphaxos.py; aws.txt; envs.py; http.py; params.py; rlparts.py; tforce2.py; tforcedemo.py; webxos.py; View all files,2026-05-21,2026-05,raw-github/pathway_alphaxos.md
pgg3/evotoolkit,https://github.com/pgg3/evotoolkit,68,Python,evaluation,16,Latest commit History107 Commits107 Commits; .github; docs; examples/custom_task; src/evotoolkit; tests; .gitattributes; .gitignore; .readthedocs.yaml; LICENSE; README.md; mkdocs.yml; mkdocs_hooks.py; pyproject.toml; requirements-docs.txt; View all files,2026-03-23,2026-03,raw-github/pgg3_evotoolkit.md
pgg3/l-autoda,https://github.com/pgg3/l-autoda,3,Python,evolution,10,Latest commit History8 Commits8 Commits; configs/data_cfgs; core; .gitignore; README.MD; pyproject.toml; run.py; run_attack.py; uv.lock; View all files,2026-05-21,2026-05,raw-github/pgg3_l-autoda.md
pingcap/ossinsight,https://github.com/pingcap/ossinsight,2,Markdown,research-agent,20,"Latest commit History2,654 Commits2,654 Commits; .claude; .github/workflows; apps; configs; etl; memory; packages; scripts; .gitignore; .npmrc; CONTRIBUTING.md; LICENSE; NOTE.md; README.md; package.json; pnpm-lock.yaml; pnpm-workspace.yaml; turbo.json; View all files",2026-05-21,2026-05,raw-github/pingcap_ossinsight.md
pingcy/ace-langgraph,https://github.com/pingcy/ace-langgraph,46,Python,framework,19,Latest commit History4 Commits4 Commits; .env.example; .gitignore; README.md; __init__.py; ace_react_agent.py; curator.py; enable_langsmith.sh; evaluator.py; playbook.py; prompts.py; react_agent.py; reflector.py; requirements.txt; setup_env.sh; train_ace_react.py; train_questions.json; types.py; View all files,unknown,unknown,raw-github/pingcy_ace-langgraph.md
polarseeker/openseeker,https://github.com/polarseeker/openseeker,711,Python,evaluation,10,Latest commit History25 Commits25 Commits; assets; eval; src; .gitignore; README.md; requirements.txt; run_openseeker.sh; setup_env.sh; View all files,2026-05-21,2026-05,raw-github/polarseeker_openseeker.md
polya20/textgrad,https://github.com/polya20/textgrad,0,Python,evaluation,13,Latest commit History62 Commits62 Commits; .github/workflows; assets; evaluation; examples/notebooks; tests; textgrad; .gitignore; LICENSE; README.md; requirements.txt; setup.py; View all files,2026-05-21,2026-05,raw-github/polya20_textgrad.md
privkeyio/evolve-mcp,https://github.com/privkeyio/evolve-mcp,11,Python,evolution,17,Latest commit History10 Commits10 Commits; .github/workflows; docs; evolution; evolve_core; mcp_server; monitoring; tests; .gitignore; CONTRIBUTING.md; LICENSE; README.md; pyproject.toml; pytest.ini; requirements.txt; uv.lock; View all files,unknown,unknown,raw-github/privkeyio_evolve-mcp.md
punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,87,Markdown,education-list,13,"Latest commit History6,630 Commits6,630 Commits; .github/workflows; CONTRIBUTING.md; LICENSE; README-fa-ir.md; README-ja.md; README-ko.md; README-pt_BR.md; README-th.md; README-zh.md; README-zh_TW.md; README.md; View all files",2026-05-21,2026-05,raw-github/punkpeye_awesome-mcp-servers.md
qianlima-lab/awesome-lifelong-llm-agent,https://github.com/qianlima-lab/awesome-lifelong-llm-agent,300,Markdown,education-list,10,Latest commit History19 Commits19 Commits; assets; docs; src; .gitignore; README.md; README_chinese.md; pre-commit-config.yaml; pyproject.toml; View all files,2026-05-21,2026-05,raw-github/qianlima-lab_awesome-lifelong-llm-agent.md
quantstellarlab/ai-scientist-v2,https://github.com/quantstellarlab/ai-scientist-v2,0,Python,research-agent,10,Latest commit History58 Commits58 Commits; ai_scientist; docs; .gitignore; LICENSE; README.md; bfts_config.yaml; launch_scientist_bfts.py; requirements.txt; View all files,2024-05-13,2024-Q2,raw-github/quantstellarlab_ai-scientist-v2.md
r4stin/kg-research-agent,https://github.com/r4stin/kg-research-agent,3,Python,research-agent,9,Latest commit History54 Commits54 Commits; src; tests; .gitignore; LICENSE; README.md; environment.yml; requirements.txt; View all files,2026-05-21,2026-05,raw-github/r4stin_kg-research-agent.md
raghavc/llm-rlhf-tuning-with-ppo-and-dpo,https://github.com/raghavc/llm-rlhf-tuning-with-ppo-and-dpo,190,Python,memory,8,Latest commit History33 Commits33 Commits; pt_data; rm_data; script; sft_data; README.md; requirements.txt; View all files,2026-05-21,2026-05,raw-github/raghavc_llm-rlhf-tuning-with-ppo-and-dpo.md
reflexioai/reflexio,https://github.com/reflexioai/reflexio,220,Markdown,evaluation,27,Latest commit History136 Commits136 Commits; .agents/skills; .claude; benchmark; client_dist; docs; notebooks; reflexio; scripts; tests; .coderabbit.yaml; .env.example; .gitignore; .python-version; AGENTS.md; CLAUDE.md; LICENSE; Makefile; README.md; developer.md,2026-05-21,2026-05,raw-github/reflexioai_reflexio.md
researai/awesome-ai-scientist,https://github.com/researai/awesome-ai-scientist,240,Markdown,research-agent,6,Latest commit History64 Commits64 Commits; img; CONTRIBUTING.md; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/researai_awesome-ai-scientist.md
richchen-maker/openclaw-multi-agent-team,https://github.com/richchen-maker/openclaw-multi-agent-team,80,Markdown,framework,11,Latest commit History25 Commits25 Commits; docs; events; examples; framework; multi-team-orchestrator; .gitignore; INSTALL.md; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/richchen-maker_openclaw-multi-agent-team.md
rinadelph/agent-mcp,https://github.com/rinadelph/agent-mcp,1,Markdown,framework,22,Latest commit History300 Commits300 Commits; agent-mcp-node; agent_mcp; assets/images; docs; testing-suite; .env.example; .gitignore; .nvmrc; AGENT_MCP_COMPARISON_ANALYSIS.md; CONTRIBUTING.md; LICENSE; LOCAL_EMBEDDINGS_GUIDE.md; README.md; TASK_CREATION_REQUIREMENTS_ANALYSIS.md; TOOL_BY_TOOL_LOGIC_COMPARISON.md; mcp.json; package-lock.json; package.json; pyproject.toml,2026-05-21,2026-05,raw-github/rinadelph_agent-mcp.md
rishab-agrawal/humanoid-curriculum-rl,https://github.com/rishab-agrawal/humanoid-curriculum-rl,1,Python,coding-agent,11,Latest commit History14 Commits14 Commits; assets; .gitignore; LICENSE; README.md; demo.gif; env_humanoid_v4_custom.py; main_humanoid_custom.py; ql_env.py; requirements.txt; View all files,2026-05-21,2026-05,raw-github/rishab-agrawal_humanoid-curriculum-rl.md
rlhflow/online-rlhf,https://github.com/rlhflow/online-rlhf,545,Shell,evaluation,12,Latest commit History33 Commits33 Commits; annotate_data; configs; dpo_iteration; generation; sft; .DS_Store; README.md; eval_result.png; run_loop.sh; run_loop2.sh; View all files,2026-05-21,2026-05,raw-github/rlhflow_online-rlhf.md
rlhflow/self-rewarding-reasoning-llm,https://github.com/rlhflow/self-rewarding-reasoning-llm,232,Markdown,evaluation,11,Latest commit History7 Commits7 Commits; dpo_training; eval_math; figs; infer_math; paper; ppo_training; sft; .DS_Store; README.md; View all files,2026-05-21,2026-05,raw-github/rlhflow_self-rewarding-reasoning-llm.md
rllm-org/rllm,https://github.com/rllm-org/rllm,5,Python,evaluation,16,"Latest commit History1,838 Commits1,838 Commits; .github; cookbooks; docs; examples; rllm-model-gateway; rllm; scripts; tests; .gitignore; .pre-commit-config.yaml; Dockerfile; LICENSE; README.md; pyproject.toml; View all files",2026-05-21,2026-05,raw-github/rllm-org_rllm.md
rmanluo/gfm-rag,https://github.com/rmanluo/gfm-rag,259,Python,memory,17,Latest commit History328 Commits328 Commits; .github/workflows; docs; gfmrag; scripts; tests; .env.example; .gitignore; .pre-commit-config.yaml; LICENSE; README.md; mkdocs.yml; mypy.ini; poetry.lock; pyproject.toml; pytest.ini; View all files,2026-04-20,2026-04,raw-github/rmanluo_gfm-rag.md
ronit26mehta/argus-ai-debate,https://github.com/ronit26mehta/argus-ai-debate,3,Unknown,framework,0,,unknown,unknown,raw-github/ronit26mehta_argus-ai-debate.md
rucbm/laser,https://github.com/rucbm/laser,36,Markdown,evaluation,10,Latest commit History6 Commits6 Commits; data; imgs; scripts; src; verl; .gitignore; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/rucbm_laser.md
sakanaai/ai-scientist-v2,https://github.com/sakanaai/ai-scientist-v2,6,Python,research-agent,10,Latest commit History58 Commits58 Commits; ai_scientist; docs; .gitignore; LICENSE; README.md; bfts_config.yaml; launch_scientist_bfts.py; requirements.txt; View all files,2024-05-13,2024-Q2,raw-github/sakanaai_ai-scientist-v2.md
sakanaai/ai-scientist,https://github.com/sakanaai/ai-scientist,13,Python,research-agent,15,Latest commit History98 Commits98 Commits; ai_scientist; data; docs; example_papers; experimental; review_ai_scientist; review_iclr_bench; templates; .gitignore; LICENSE; README.md; launch_scientist.py; requirements.txt; View all files,2026-05-21,2026-05,raw-github/sakanaai_ai-scientist.md
sakanaai/shinkaevolve,https://github.com/sakanaai/shinkaevolve,1,Markdown,evolution,16,Latest commit History354 Commits354 Commits; .githooks; .github; docs; examples; shinka; skills; tests; .gitignore; CHANGELOG.md; CONTRIBUTING.md; LICENSE; README.md; mkdocs.yml; pyproject.toml; View all files,2026-05-21,2026-05,raw-github/sakanaai_shinkaevolve.md
sakutepov/ai-scientist-v2,https://github.com/sakutepov/ai-scientist-v2,0,Python,research-agent,10,Latest commit History7 Commits7 Commits; ai_scientist; docs; .gitignore; LICENSE; README.md; bfts_config.yaml; launch_scientist_bfts.py; requirements.txt; View all files,2024-09-12,2024-Q3,raw-github/sakutepov_ai-scientist-v2.md
salvatorera/ml-news-of-the-week,https://github.com/salvatorera/ml-news-of-the-week,180,Markdown,memory,8,Latest commit History463 Commits463 Commits; .github/ISSUE_TEMPLATE; images; 2023.md; 2024.md; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/salvatorera_ml-news-of-the-week.md
